Product ID,Product Name,Launch Date,Budget (USD),Actual Cost (USD),Key Features,Customer Feedback Score,Market Performance
PDD0332,Product 332,2025-05-11,168834,185717.47420845888,Feature 3,5.0,High
PDD0333,Product 333,2025-05-18,143848,158232.89398481036,Feature 4,3.2,Low
PDD0334,Product 334,2025-05-25,102921,113213.18460135447,Feature 5,1.4,High
PDD0335,Product 335,2025-06-01,176141,193755.0676643788,Feature 6,3.4,Low
PDD0336,Product 336,2025-06-08,72677,79944.70476035519,Feature 7,1.6,High
PDD0337,Product 337,2025-06-15,105609,116169.7527491622,Feature 8,1.1,High
PDD0338,Product 338,2025-06-22,81024,89126.39103043733,Feature 9,4.9,High
PDD0339,Product 339,2025-06-29,120313,132344.418341425,Feature 10,4.1,Medium
PDD0340,Product 340,2025-07-06,177813,195594.2339292752,Feature 1,4.9,High
PDD0341,Product 341,2025-07-13,145285,159813.60231412048,Feature 2,2.9,Low
PDD0342,Product 342,2025-07-20,196410,216051.0091585739,Feature 3,3.1,Low
PDD0343,Product 343,2025-07-27,163632,179995.06146281344,Feature 4,1.7,High
PDD0344,Product 344,2025-08-03,53051,58355.989268048674,Feature 5,2.0,High
PDD0345,Product 345,2025-08-10,164692,181161.29193028697,Feature 6,4.4,Medium
PDD0346,Product 346,2025-08-17,137235,150958.55525240852,Feature 7,2.4,Low
PDD0347,Product 347,2025-08-24,123523,135875.3101764073,Feature 8,4.3,Medium
PDD0348,Product 348,2025-08-31,144476,158923.5725968186,Feature 9,3.8,Medium
PDD0349,Product 349,2025-09-07,67019,73720.92105679777,Feature 10,1.7,High
PDD0350,Product 350,2025-09-14,133613,146974.38802962494,Feature 1,3.0,Low
PDD0351,Product 351,2025-09-21,136672,150339.34758532807,Feature 2,3.7,Medium
PDD0352,Product 352,2025-09-28,123847,136231.85236841996,Feature 3,1.9,High
PDD0353,Product 353,2025-10-05,132750,146025.03719599007,Feature 4,4.3,Medium
PDD0354,Product 354,2025-10-12,78251,86076.08280683096,Feature 5,3.2,Low
PDD0355,Product 355,2025-10-19,153481,168829.1146248008,Feature 6,1.7,High
PDD0356,Product 356,2025-10-26,162566,178822.65221203573,Feature 7,3.3,Low
PDD0357,Product 357,2025-11-02,75945,83539.55180669439,Feature 8,5.0,High
PDD0358,Product 358,2025-11-09,140852,154937.33079866372,Feature 9,1.6,High
PDD0359,Product 359,2025-11-16,82217,90438.9115755722,Feature 10,4.3,Medium
PDD0360,Product 360,2025-11-23,58308,64138.77947453704,Feature 1,1.8,High
PDD0361,Product 361,2025-11-30,55949,61544.11558849088,Feature 2,4.1,Medium
PDD0362,Product 362,2025-12-07,182222,200444.31722392468,Feature 3,3.9,Medium
PDD0363,Product 363,2025-12-14,150235,165258.489917701,Feature 4,2.2,Low
PDD0364,Product 364,2025-12-21,124740,137214.14985648388,Feature 5,2.3,Low
PDD0365,Product 365,2025-12-28,166352,182987.36856483016,Feature 6,4.2,Medium
PDD0366,Product 366,2026-01-04,116617,128278.65397045559,Feature 7,2.8,Low
PDD0367,Product 367,2026-01-11,66896,73585.77322152525,Feature 8,3.9,Medium
PDD0368,Product 368,2026-01-18,180798,198877.9075082821,Feature 9,1.6,High
PDD0369,Product 369,2026-01-25,188877,207764.93685591282,Feature 10,4.4,Medium
PDD0370,Product 370,2026-02-01,55237,60760.657596141806,Feature 1,3.8,Medium
PDD0371,Product 371,2026-02-08,70056,77061.56465732564,Feature 2,4.6,High
PDD0372,Product 372,2026-02-15,164548,181002.59733378704,Feature 3,1.5,High
PDD0373,Product 373,2026-02-22,161488,177636.85711939208,Feature 4,3.4,Low
PDD0374,Product 374,2026-03-01,184415,202856.5375251256,Feature 5,3.4,Low
PDD0375,Product 375,2026-03-08,194572,214029.14370063285,Feature 6,2.4,Low
PDD0376,Product 376,2026-03-15,79375,87312.49181492685,Feature 7,2.8,Low
PDD0377,Product 377,2026-03-22,190734,209807.268877899,Feature 8,1.2,High
PDD0378,Product 378,2026-03-29,66964,73660.5198444953,Feature 9,4.0,Medium
PDD0379,Product 379,2026-04-05,163429,179771.85103005258,Feature 10,3.2,Low
PDD0380,Product 380,2026-04-12,117215,128936.80940490158,Feature 1,1.2,High
PDD0381,Product 381,2026-04-19,119042,130946.18243986994,Feature 2,3.7,Medium
PDD0382,Product 382,2026-04-26,194356,213791.5240381159,Feature 3,2.9,Low
PDD0383,Product 383,2026-05-03,143468,157814.75876868813,Feature 4,1.1,High
PDD0384,Product 384,2026-05-10,59435,65378.35880390235,Feature 5,4.9,High
PDD0385,Product 385,2026-05-17,128832,141715.2482271891,Feature 6,4.8,High
PDD0386,Product 386,2026-05-24,101293,111422.25801003003,Feature 7,3.1,Low
PDD0387,Product 387,2026-05-31,128781,141659.21312527906,Feature 8,1.4,High
PDD0388,Product 388,2026-06-07,93919,103310.8725252505,Feature 9,4.0,Medium
PDD0389,Product 389,2026-06-14,171172,188289.33844421117,Feature 10,3.0,Low
PDD0390,Product 390,2026-06-21,144758,159233.87574557494,Feature 1,2.2,Low
PDD0391,Product 391,2026-06-28,106573,117230.30285967767,Feature 2,3.0,Low
PDD0392,Product 392,2026-07-05,109101,120011.25802325874,Feature 3,3.1,Low
PDD0393,Product 393,2026-07-12,76646,84310.6952293461,Feature 4,3.3,Low
PDD0394,Product 394,2026-07-19,154185,169603.79462128266,Feature 5,2.8,Low
PDD0395,Product 395,2026-07-26,73049,80353.85905447551,Feature 6,3.4,Low
PDD0396,Product 396,2026-08-02,148116,162927.60766161056,Feature 7,4.7,High
PDD0397,Product 397,2026-08-09,147379,162117.0568709011,Feature 8,2.4,Low
PDD0398,Product 398,2026-08-16,118385,130223.34564621883,Feature 9,3.9,Medium
PDD0399,Product 399,2026-08-23,176131,193744.23169435633,Feature 10,4.6,High
PDD0400,Product 400,2026-08-30,73289,80617.94393027578,Feature 1,2.8,Low
PDD0401,Product 401,2026-09-06,160226,176248.51117892447,Feature 2,2.8,Low
PDD0402,Product 402,2026-09-13,150793,165872.16369603417,Feature 3,3.4,Low
PDD0403,Product 403,2026-09-20,59823,65805.2327510527,Feature 4,3.4,Low
PDD0404,Product 404,2026-09-27,91975,101172.27151804278,Feature 5,4.2,Medium
PDD0405,Product 405,2026-10-04,59540,65493.95104605564,Feature 6,2.9,Low
PDD0406,Product 406,2026-10-11,66364,73000.46225563335,Feature 7,5.0,High
PDD0407,Product 407,2026-10-18,185683,204251.25236993592,Feature 8,1.2,High
PDD0408,Product 408,2026-10-25,77663,85429.43883127015,Feature 9,1.0,High
PDD0409,Product 409,2026-11-01,101991,112190.26599476028,Feature 10,3.6,Medium
PDD0410,Product 410,2026-11-08,154182,169600.32756444826,Feature 1,2.2,Low
PDD0411,Product 411,2026-11-15,144704,159174.42306409104,Feature 2,2.0,High
PDD0412,Product 412,2026-11-22,99115,109026.26753207277,Feature 3,2.2,Low
PDD0413,Product 413,2026-11-29,141007,155107.6296302508,Feature 4,2.0,High
PDD0414,Product 414,2026-12-06,199143,219057.28579614733,Feature 5,1.1,High
PDD0415,Product 415,2026-12-13,61938,68131.71061323505,Feature 6,4.9,High
PDD0416,Product 416,2026-12-20,141680,155847.98604945245,Feature 7,1.9,High
PDD0417,Product 417,2026-12-27,54000,59400.16100674688,Feature 8,3.9,Medium
PDD0418,Product 418,2027-01-03,151042,166146.03542234705,Feature 9,4.1,Medium
PDD0419,Product 419,2027-01-10,143610,157971.1811692056,Feature 10,4.7,High
PDD0420,Product 420,2027-01-17,153691,169060.18847264218,Feature 1,1.1,High
PDD0421,Product 421,2027-01-24,88304,97134.42682168084,Feature 2,4.5,Medium
PDD0422,Product 422,2027-01-31,119449,131393.82863834445,Feature 3,3.1,Low
PDD0423,Product 423,2027-02-07,132986,146284.51260496545,Feature 4,3.5,Low
PDD0424,Product 424,2027-02-14,158940,174833.83737822855,Feature 5,3.6,Medium
PDD0425,Product 425,2027-02-21,88494,97343.57167654805,Feature 6,4.3,Medium
PDD0426,Product 426,2027-02-28,53373,58710.45376115601,Feature 7,2.3,Low
PDD0427,Product 427,2027-03-07,193233,212556.15937153716,Feature 8,3.9,Medium
PDD0428,Product 428,2027-03-14,147532,162285.14473720052,Feature 9,3.1,Low
PDD0429,Product 429,2027-03-21,142658,156923.84331447695,Feature 10,4.2,Medium
PDD0430,Product 430,2027-03-28,173633,190996.2700490862,Feature 1,5.0,High
PDD0431,Product 431,2027-04-04,150386,165424.40813252432,Feature 2,1.8,High
PDD0432,Product 432,2027-04-11,77350,85084.93422272394,Feature 3,5.0,High
PDD0433,Product 433,2027-04-18,143008,157308.99510342983,Feature 4,1.4,High
PDD0434,Product 434,2027-04-25,144297,158726.64100214097,Feature 5,1.0,High
PDD0435,Product 435,2027-05-02,75351,82886.08365326634,Feature 6,1.2,High
PDD0436,Product 436,2027-05-09,138668,152534.68548225763,Feature 7,2.4,Low
PDD0437,Product 437,2027-05-16,164585,181043.55877629857,Feature 8,3.5,Low
PDD0438,Product 438,2027-05-23,196377,216014.71151517992,Feature 9,1.3,High
PDD0439,Product 439,2027-05-30,125353,137888.22579802587,Feature 10,1.0,High
PDD0440,Product 440,2027-06-06,115953,127548.16953446044,Feature 1,4.7,High
PDD0441,Product 441,2027-06-13,107458,118203.94045433741,Feature 2,4.3,Medium
PDD0442,Product 442,2027-06-20,70358,77393.63944565934,Feature 3,4.2,Medium
PDD0443,Product 443,2027-06-27,53267,58593.75038156956,Feature 4,4.5,Medium
PDD0444,Product 444,2027-07-04,132745,146019.28461207554,Feature 5,3.8,Medium
PDD0445,Product 445,2027-07-11,139588,153546.87072116832,Feature 6,1.4,High
PDD0446,Product 446,2027-07-18,88513,97364.39702988873,Feature 7,2.6,Low
PDD0447,Product 447,2027-07-25,61338,67471.90947837116,Feature 8,3.9,Medium
PDD0448,Product 448,2027-08-01,181484,199632.38387915317,Feature 9,2.1,Low
PDD0449,Product 449,2027-08-08,57543,63297.458400360556,Feature 10,3.7,Medium
PDD0450,Product 450,2027-08-15,155891,171480.3307791695,Feature 1,1.1,High
PDD0451,Product 451,2027-08-22,110692,121761.1678376864,Feature 2,2.2,Low
PDD0452,Product 452,2027-08-29,94425,103867.454899497,Feature 3,3.2,Low
PDD0453,Product 453,2027-09-05,88756,97631.61491772604,Feature 4,3.5,Low
PDD0454,Product 454,2027-09-12,68888,75776.75223198542,Feature 5,3.3,Low
PDD0455,Product 455,2027-09-19,97295,107024.43761298041,Feature 6,3.8,Medium
PDD0456,Product 456,2027-09-26,164352,180787.146326146,Feature 7,1.0,High
PDD0457,Product 457,2027-10-03,133042,146346.37157560082,Feature 8,1.4,High
PDD0458,Product 458,2027-10-10,135999,149598.97718819953,Feature 9,4.5,Medium
PDD0459,Product 459,2027-10-17,67955,74750.45190538728,Feature 10,3.7,Medium
PDD0460,Product 460,2027-10-24,87841,96624.85448749743,Feature 1,1.5,High
PDD0461,Product 461,2027-10-31,120640,132703.84555355064,Feature 2,4.4,Medium
PDD0462,Product 462,2027-11-07,188429,207271.9503429083,Feature 3,2.0,High
PDD0463,Product 463,2027-11-14,111476,122623.38784440586,Feature 4,2.9,Low
PDD0464,Product 464,2027-11-21,94811,104292.12929935275,Feature 5,1.6,High
PDD0465,Product 465,2027-11-28,121180,133297.89344362752,Feature 6,3.8,Medium
PDD0466,Product 466,2027-12-05,162856,179141.60918057748,Feature 7,3.7,Medium
PDD0467,Product 467,2027-12-12,118450,130295.00638563014,Feature 8,1.8,High
PDD0468,Product 468,2027-12-19,161888,178076.8120589934,Feature 9,4.5,Medium
PDD0469,Product 469,2027-12-26,160448,176492.76055781532,Feature 10,2.6,Low
PDD0470,Product 470,2028-01-02,64397,70836.65727143745,Feature 1,2.2,Low
PDD0471,Product 471,2028-01-09,181800,199979.92792095814,Feature 2,1.6,High
PDD0472,Product 472,2028-01-16,169180,186098.04838923176,Feature 3,2.1,Low
PDD0473,Product 473,2028-01-23,116234,127857.48051926748,Feature 4,1.1,High
PDD0474,Product 474,2028-01-30,89954,98949.27810274776,Feature 5,3.3,Low
PDD0475,Product 475,2028-02-06,129459,142404.8948371528,Feature 6,4.4,Medium
PDD0476,Product 476,2028-02-13,197851,217636.11965820735,Feature 7,3.2,Low
PDD0477,Product 477,2028-02-20,109163,120079.31837711346,Feature 8,1.9,High
PDD0478,Product 478,2028-02-27,101934,112127.41667696196,Feature 9,1.1,High
PDD0479,Product 479,2028-03-05,104098,114507.75979651896,Feature 10,1.9,High
PDD0480,Product 480,2028-03-12,55486,61034.62790304255,Feature 1,2.7,Low
PDD0481,Product 481,2028-03-19,189407,208347.7618028711,Feature 2,4.0,Medium
PDD0482,Product 482,2028-03-26,136900,150590.01410366557,Feature 3,1.8,High
PDD0483,Product 483,2028-04-02,176020,193622.05059398367,Feature 4,3.9,Medium
PDD0484,Product 484,2028-04-09,152795,168074.59903534112,Feature 5,4.5,Medium
PDD0485,Product 485,2028-04-16,192202,211422.01490596423,Feature 6,2.8,Low
PDD0486,Product 486,2028-04-23,137508,151258.89434638422,Feature 7,4.3,Medium
PDD0487,Product 487,2028-04-30,168324,185156.43424277654,Feature 8,3.2,Low
PDD0488,Product 488,2028-05-07,110566,121622.48883746723,Feature 9,3.5,Low
PDD0489,Product 489,2028-05-14,77192,84911.28024708825,Feature 10,3.1,Low
PDD0490,Product 490,2028-05-21,51062,56168.1601679094,Feature 1,2.9,Low
PDD0491,Product 491,2028-05-28,134076,147483.57380335638,Feature 2,1.9,High
PDD0492,Product 492,2028-06-04,139780,153757.94923202175,Feature 3,2.2,Low
PDD0493,Product 493,2028-06-11,71689,78857.93023988443,Feature 4,2.2,Low
PDD0494,Product 494,2028-06-18,61174,67291.32146468575,Feature 5,3.3,Low
PDD0495,Product 495,2028-06-25,138461,152307.190147463,Feature 6,1.5,High
PDD0496,Product 496,2028-07-02,176174,193791.3861137413,Feature 7,4.7,High
PDD0497,Product 497,2028-07-09,153033,168336.26357975166,Feature 8,3.9,Medium
PDD0498,Product 498,2028-07-16,59348,65282.87528756777,Feature 9,2.6,Low
PDD0499,Product 499,2028-07-23,88102,96912.16804432379,Feature 10,1.6,High
PDD0500,Product 500,2028-07-30,124460,136906.09481768255,Feature 1,4.5,Medium
PDD0501,Product 501,2028-08-06,152634,167897.4979592951,Feature 2,4.3,Medium
PDD0502,Product 502,2028-08-13,139930,153922.8665196162,Feature 3,3.9,Medium
PDD0503,Product 503,2028-08-20,56801,62481.21092602023,Feature 4,2.1,Low
PDD0504,Product 504,2028-08-27,153150,168464.85379640284,Feature 5,2.6,Low
PDD0505,Product 505,2028-09-03,51542,56696.31715805269,Feature 6,1.4,High
PDD0506,Product 506,2028-09-10,71677,78844.90283571923,Feature 7,1.8,High
PDD0507,Product 507,2028-09-17,89081,97989.18748344383,Feature 8,4.1,Medium
PDD0508,Product 508,2028-09-24,143105,157415.28430193552,Feature 9,3.9,Medium
PDD0509,Product 509,2028-10-01,69065,75971.60635657194,Feature 10,3.4,Low
PDD0510,Product 510,2028-10-08,138092,151901.4246128966,Feature 1,4.6,High
PDD0511,Product 511,2028-10-15,104693,115162.26969683591,Feature 2,3.3,Low
PDD0512,Product 512,2028-10-22,76962,84658.19652966801,Feature 3,2.9,Low
PDD0513,Product 513,2028-10-29,78295,86124.3811513278,Feature 4,2.4,Low
PDD0514,Product 514,2028-11-05,63807,70187.73120794189,Feature 5,4.8,High
PDD0515,Product 515,2028-11-12,182396,200635.72691771825,Feature 6,1.3,High
PDD0516,Product 516,2028-11-19,141267,155393.76977371282,Feature 7,4.7,High
PDD0517,Product 517,2028-11-26,69870,76857.31419669773,Feature 8,4.3,Medium
PDD0518,Product 518,2028-12-03,76790,84469.0033027043,Feature 9,1.5,High
PDD0519,Product 519,2028-12-10,168874,185761.23693266328,Feature 10,3.3,Low
PDD0520,Product 520,2028-12-17,75289,82817.91709709716,Feature 1,4.5,Medium
PDD0521,Product 521,2028-12-24,65485,72033.25835482348,Feature 2,3.3,Low
PDD0522,Product 522,2028-12-31,94482,103930.14668960753,Feature 3,4.6,High
PDD0523,Product 523,2029-01-07,136188,149806.96243820587,Feature 4,4.8,High
PDD0524,Product 524,2029-01-14,54748,60222.83251336487,Feature 5,2.7,Low
PDD0525,Product 525,2029-01-21,190507,209557.7179416813,Feature 6,2.5,Low
PDD0526,Product 526,2029-01-28,53709,59080.082078037674,Feature 7,4.7,High
PDD0527,Product 527,2029-02-04,173961,191357.07294001084,Feature 8,3.7,Medium
PDD0528,Product 528,2029-02-11,80355,88390.62618204129,Feature 9,1.5,High
PDD0529,Product 529,2029-02-18,194188,213606.81293069755,Feature 10,1.2,High
PDD0530,Product 530,2029-02-25,92918,102209.83800474634,Feature 1,3.3,Low
PDD0531,Product 531,2029-03-04,102224,112446.27826951443,Feature 2,4.7,High
PDD0532,Product 532,2029-03-11,89298,98227.75179532052,Feature 3,4.4,Medium
PDD0533,Product 533,2029-03-18,130219,143240.76024817672,Feature 4,3.7,Medium
PDD0534,Product 534,2029-03-25,111629,122791.89047549218,Feature 5,1.6,High
PDD0535,Product 535,2029-04-01,116040,127644.0390402344,Feature 6,2.0,High
PDD0536,Product 536,2029-04-08,78016,85817.4889961895,Feature 7,4.5,Medium
PDD0537,Product 537,2029-04-15,73960,81356.20491789228,Feature 8,1.7,High
PDD0538,Product 538,2029-04-22,83591,91950.12781060192,Feature 9,2.1,Low
PDD0539,Product 539,2029-04-29,153333,168666.30577955858,Feature 10,1.5,High
PDD0540,Product 540,2029-05-06,164821,181303.17696577514,Feature 1,3.7,Medium
PDD0541,Product 541,2029-05-13,86395,95034.41710719193,Feature 2,4.8,High
PDD0542,Product 542,2029-05-20,179695,197664.51634774794,Feature 3,2.1,Low
PDD0543,Product 543,2029-05-27,84620,93081.92831337798,Feature 4,2.9,Low
PDD0544,Product 544,2029-06-03,178148,195962.95586799103,Feature 5,3.5,Low
PDD0545,Product 545,2029-06-10,70559,77614.79413606507,Feature 6,5.0,High
PDD0546,Product 546,2029-06-17,143396,157735.60631654595,Feature 7,1.4,High
PDD0547,Product 547,2029-06-24,71732,78905.23293157853,Feature 8,3.0,Low
PDD0548,Product 548,2029-07-01,141362,155498.23948257446,Feature 9,2.5,Low
PDD0549,Product 549,2029-07-08,63843,70227.2418764827,Feature 10,4.5,Medium
PDD0550,Product 550,2029-07-15,164065,180471.41044905983,Feature 1,2.9,Low
PDD0551,Product 551,2029-07-22,121726,133898.5433204827,Feature 2,1.4,High
PDD0552,Product 552,2029-07-29,67640,74404.05283254343,Feature 3,3.5,Low
PDD0553,Product 553,2029-08-05,102528,112780.78561542291,Feature 4,4.1,Medium
PDD0554,Product 554,2029-08-12,88413,97254.37962088085,Feature 5,1.0,High
PDD0555,Product 555,2029-08-19,102638,112901.84770037195,Feature 6,4.4,Medium
PDD0556,Product 556,2029-08-26,160133,176146.07230873022,Feature 7,1.7,High
PDD0557,Product 557,2029-09-02,156357,171992.7247497797,Feature 8,3.2,Low
PDD0558,Product 558,2029-09-09,188186,207004.82504547678,Feature 9,2.7,Low
PDD0559,Product 559,2029-09-16,128859,141745.03252690512,Feature 10,3.9,Medium
PDD0560,Product 560,2029-09-23,149657,164622.74220131608,Feature 1,2.5,Low
PDD0561,Product 561,2029-09-30,192047,211251.59406078697,Feature 2,4.5,Medium
PDD0562,Product 562,2029-10-07,61023,67125.34775537162,Feature 3,3.9,Medium
PDD0563,Product 563,2029-10-14,71447,78591.773974994,Feature 4,3.6,Medium
PDD0564,Product 564,2029-10-21,175899,193488.87462533196,Feature 5,4.2,Medium
PDD0565,Product 565,2029-10-28,73959,81354.93167420589,Feature 6,4.0,Medium
PDD0566,Product 566,2029-11-04,116203,127823.45096624586,Feature 7,1.1,High
PDD0567,Product 567,2029-11-11,169156,186071.51427255804,Feature 8,2.6,Low
PDD0568,Product 568,2029-11-18,59337,65270.594170039505,Feature 9,4.7,High
PDD0569,Product 569,2029-11-25,96427,106069.76926993261,Feature 10,1.5,High
PDD0570,Product 570,2029-12-02,111529,122681.94575426362,Feature 1,3.9,Medium
PDD0571,Product 571,2029-12-09,152023,167225.40288382955,Feature 2,4.9,High
PDD0572,Product 572,2029-12-16,134665,148131.5569793812,Feature 3,1.2,High
PDD0573,Product 573,2029-12-23,155787,171365.6432244937,Feature 4,3.7,Medium
PDD0574,Product 574,2029-12-30,83307,91637.74321926516,Feature 5,2.9,Low
PDD0575,Product 575,2030-01-06,177016,194717.48578734568,Feature 6,3.3,Low
PDD0576,Product 576,2030-01-13,54835,60318.47496812883,Feature 7,1.3,High
PDD0577,Product 577,2030-01-20,70159,77174.95027992311,Feature 8,1.2,High
PDD0578,Product 578,2030-01-27,171790,188968.96394857837,Feature 9,3.7,Medium
PDD0579,Product 579,2030-02-03,155616,171177.84680521823,Feature 10,4.3,Medium
PDD0580,Product 580,2030-02-10,128752,141627.01078157514,Feature 1,4.1,Medium
PDD0581,Product 581,2030-02-17,105284,115812.34525096431,Feature 2,3.2,Low
PDD0582,Product 582,2030-02-24,107043,117747.20622201661,Feature 3,1.4,High
PDD0583,Product 583,2030-03-03,147007,161707.62996511927,Feature 4,3.8,Medium
PDD0584,Product 584,2030-03-10,132844,146128.33570017767,Feature 5,2.0,High
PDD0585,Product 585,2030-03-17,77532,85285.06735793133,Feature 6,4.6,High
PDD0586,Product 586,2030-03-24,172402,189642.27527021486,Feature 7,4.4,Medium
PDD0587,Product 587,2030-03-31,168012,184813.14529047027,Feature 8,3.8,Medium
PDD0588,Product 588,2030-04-07,186785,205463.51635733357,Feature 9,4.8,High
PDD0589,Product 589,2030-04-14,106178,116795.75651742381,Feature 10,1.1,High
PDD0590,Product 590,2030-04-21,99407,109347.63091195878,Feature 1,3.9,Medium
PDD0591,Product 591,2030-04-28,100990,111089.16722792362,Feature 2,2.3,Low
PDD0592,Product 592,2030-05-05,179473,197420.39229321823,Feature 3,4.6,High
PDD0593,Product 593,2030-05-12,108141,118954.91317996001,Feature 4,2.1,Low
PDD0594,Product 594,2030-05-19,106570,117226.80258625519,Feature 5,3.9,Medium
PDD0595,Product 595,2030-05-26,51015,56116.60426088357,Feature 6,4.5,Medium
PDD0596,Product 596,2030-06-02,111813,122994.24801466084,Feature 7,1.2,High
PDD0597,Product 597,2030-06-09,77712,85483.03509176662,Feature 8,2.6,Low
PDD0598,Product 598,2030-06-16,150497,165546.80457351328,Feature 9,4.0,Medium
PDD0599,Product 599,2030-06-23,189487,208435.716912405,Feature 10,2.8,Low
PDD0600,Product 600,2030-06-30,162816,179097.6251571085,Feature 1,2.1,Low
PDD0601,Product 601,2030-07-07,178778,196655.8809539272,Feature 2,1.9,High
PDD0602,Product 602,2030-07-14,112292,123521.06900228419,Feature 3,1.5,High
PDD0603,Product 603,2030-07-21,73833,81216.13684991786,Feature 4,4.4,Medium
PDD0604,Product 604,2030-07-28,185230,203753.1580954295,Feature 5,3.3,Low
PDD0605,Product 605,2030-08-04,70309,77339.75628332394,Feature 6,1.3,High
PDD0606,Product 606,2030-08-11,56970,62666.8777762203,Feature 7,2.5,Low
PDD0607,Product 607,2030-08-18,122474,134721.29775646207,Feature 8,2.5,Low
PDD0608,Product 608,2030-08-25,96540,106194.20799459239,Feature 9,1.7,High
PDD0609,Product 609,2030-09-01,68017,74818.74933833005,Feature 10,2.7,Low
PDD0610,Product 610,2030-09-08,125880,138468.09654079744,Feature 1,2.3,Low
PDD0611,Product 611,2030-09-15,155570,171127.01961675455,Feature 2,2.4,Low
PDD0612,Product 612,2030-09-22,58702,64572.13981127888,Feature 3,4.0,Medium
PDD0613,Product 613,2030-09-29,181456,199601.66312912834,Feature 4,1.9,High
PDD0614,Product 614,2030-10-06,50404,55444.244338402925,Feature 5,3.6,Medium
PDD0615,Product 615,2030-10-13,62763,69039.19047165479,Feature 6,3.3,Low
PDD0616,Product 616,2030-10-20,199456,219401.67329751793,Feature 7,3.3,Low
PDD0617,Product 617,2030-10-27,148142,162956.06427447693,Feature 8,3.7,Medium
PDD0618,Product 618,2030-11-03,190932,210025.1810918531,Feature 9,3.2,Low
PDD0619,Product 619,2030-11-10,130642,143706.1856487656,Feature 10,4.5,Medium
PDD0620,Product 620,2030-11-17,100612,110673.14713379968,Feature 1,3.7,Medium
PDD0621,Product 621,2030-11-24,73574,80931.20488815253,Feature 2,3.2,Low
PDD0622,Product 622,2030-12-01,73524,80876.33710711088,Feature 3,4.3,Medium
PDD0623,Product 623,2030-12-08,60916,67007.51750316231,Feature 4,3.4,Low
PDD0624,Product 624,2030-12-15,54809,60289.91614398633,Feature 5,2.2,Low
PDD0625,Product 625,2030-12-22,194528,213980.81104905388,Feature 6,1.8,High
PDD0626,Product 626,2030-12-29,171288,188416.83779614602,Feature 7,1.6,High
PDD0627,Product 627,2031-01-05,88765,97641.43240137272,Feature 8,4.6,High
PDD0628,Product 628,2031-01-12,95106,104616.65227779506,Feature 9,3.8,Medium
PDD0629,Product 629,2031-01-19,103932,114325.04439932674,Feature 10,4.7,High
PDD0630,Product 630,2031-01-26,198172,217989.01780952673,Feature 1,3.4,Low
PDD0631,Product 631,2031-02-02,107091,117799.8664427276,Feature 2,2.9,Low
PDD0632,Product 632,2031-02-09,71949,79143.85007027605,Feature 3,1.2,High
PDD0633,Product 633,2031-02-16,87744,96518.32467017758,Feature 4,3.7,Medium
PDD0634,Product 634,2031-02-23,158319,174150.9789315612,Feature 5,3.3,Low
PDD0635,Product 635,2031-03-02,142193,156412.2351337413,Feature 6,5.0,High
PDD0636,Product 636,2031-03-09,86187,94805.7273376348,Feature 7,2.0,High
PDD0637,Product 637,2031-03-16,188311,207142.18132965767,Feature 8,3.1,Low
PDD0638,Product 638,2031-03-23,174454,191899.33136809245,Feature 9,3.6,Medium
PDD0639,Product 639,2031-03-30,64489,70937.92980522102,Feature 10,3.6,Medium
PDD0640,Product 640,2031-04-06,111877,123064.8001927549,Feature 1,3.2,Low
PDD0641,Product 641,2031-04-13,99922,109914.07618372253,Feature 2,4.1,Medium
PDD0642,Product 642,2031-04-20,144074,158481.40248523385,Feature 3,1.8,High
PDD0643,Product 643,2031-04-27,87131,95844.03179656169,Feature 4,3.9,Medium
PDD0644,Product 644,2031-05-04,165765,182341.38255101177,Feature 5,3.5,Low
PDD0645,Product 645,2031-05-11,123963,136359.14635482596,Feature 6,4.6,High
PDD0646,Product 646,2031-05-18,156884,172572.2809351428,Feature 7,4.4,Medium
PDD0647,Product 647,2031-05-25,175917,193508.70600290058,Feature 8,2.3,Low
PDD0648,Product 648,2031-06-01,74285,81713.33891555444,Feature 9,2.1,Low
PDD0649,Product 649,2031-06-08,87626,96388.5449272976,Feature 10,4.9,High
PDD0650,Product 650,2031-06-15,69198,76117.88131944068,Feature 1,3.1,Low
PDD0651,Product 651,2031-06-22,65254,71779.44490109634,Feature 2,4.6,High
PDD0652,Product 652,2031-06-29,94238,103661.74694923771,Feature 3,1.7,High
PDD0653,Product 653,2031-07-06,51252,56377.36896904134,Feature 4,3.6,Medium
PDD0654,Product 654,2031-07-13,89764,98740.5893036414,Feature 5,4.2,Medium
PDD0655,Product 655,2031-07-20,127709,140479.90261224317,Feature 6,4.8,High
PDD0656,Product 656,2031-07-27,103682,114049.95314570842,Feature 7,2.3,Low
PDD0657,Product 657,2031-08-03,109494,120443.4886448197,Feature 8,3.9,Medium
PDD0658,Product 658,2031-08-10,131317,144448.470602366,Feature 9,3.2,Low
PDD0659,Product 659,2031-08-17,115215,126736.64761461108,Feature 10,1.2,High
PDD0660,Product 660,2031-08-24,128587,141445.8083584901,Feature 1,3.8,Medium
PDD0661,Product 661,2031-08-31,56949,62644.07742125042,Feature 2,3.8,Medium
PDD0662,Product 662,2031-09-07,105393,115932.32602655583,Feature 3,4.7,High
PDD0663,Product 663,2031-09-14,188013,206814.2638614233,Feature 4,3.0,Low
