Employee ID,Skill Set,Experience Level,Availability (%),Job Role,Salary (USD),Performance Score,Assigned Product ID,Development Timeline (Months),Task Completion Time (Days),Tool and Software Usage,Team Communication Metrics
EMP1254,Data Analysis,Junior,71,Project Manager,95689,4.1,PDD0901,10,15.134145458405063,GitHub,4.0
EMP1255,Software Development,Junior,95,Developer,98172,4.2,PDD0735,10,14.861670704949145,GitHub,4.3
EMP1256,Data Analysis,Junior,72,Developer,103743,4.6,PDD0274,7,10.547215674717682,GitHub,4.5
EMP1257,Data Analysis,Junior,50,Analyst,50449,4.9,PDD0428,7,10.44884975536633,GitHub,5.0
EMP1258,Product Design,Mid,63,Designer,103997,2.5,PDD0214,2,3.088387870611514,Jira,2.5
EMP1259,Project Management,Senior,98,Project Manager,98139,2.4,PDD0807,4,6.078078133570896,GitHub,2.6
EMP1260,Project Management,Senior,72,Project Manager,80415,5.0,PDD0834,5,7.639832282222828,GitHub,4.9
EMP1261,Project Management,Junior,87,Analyst,138330,1.6,PDD0634,9,13.661464639772992,Slack,1.7
EMP1262,Market Analysis,Senior,89,Developer,79844,1.2,PDD0498,11,16.603144109922106,Slack,1.2
EMP1263,Product Design,Mid,99,Analyst,52763,2.5,PDD0442,11,16.484453539113034,GitHub,2.6
EMP1264,Software Development,Mid,57,Project Manager,61971,1.4,PDD0323,8,11.982474714178855,Jira,1.3
EMP1265,Project Management,Senior,81,Project Manager,140046,2.5,PDD0943,8,11.868260766957436,Jira,2.5
EMP1266,Product Design,Senior,89,Developer,114489,2.6,PDD0860,9,13.53875942445937,GitHub,2.6
EMP1267,Market Analysis,Mid,51,Designer,105790,3.6,PDD0843,7,10.54603334750679,Slack,3.7
EMP1268,Product Design,Junior,97,Analyst,106080,4.0,PDD0586,11,16.32391890283654,Slack,4.0
EMP1269,Software Development,Junior,62,Designer,110666,3.6,PDD0084,6,9.113239868681053,Slack,3.8
EMP1270,Project Management,Mid,76,Developer,108556,3.8,PDD0607,9,13.471837720799105,Jira,3.8
EMP1271,Software Development,Senior,95,Analyst,146633,2.5,PDD0949,5,7.394544675183042,GitHub,2.3
EMP1272,Market Analysis,Senior,56,Analyst,92183,2.8,PDD0563,5,7.520367134339177,Jira,2.8
EMP1273,Software Development,Senior,52,Designer,60681,3.9,PDD0429,3,4.357391238222545,Jira,3.9
EMP1274,Market Analysis,Senior,70,Project Manager,109741,1.6,PDD0432,9,13.431614975581395,Slack,1.7
EMP1275,Software Development,Senior,57,Designer,101320,3.8,PDD0756,2,2.9126068757753196,Jira,3.8
EMP1276,Market Analysis,Senior,50,Designer,133570,4.8,PDD0631,10,14.913509902681234,Jira,5.0
EMP1277,Product Design,Senior,66,Project Manager,142200,1.7,PDD0918,3,4.396187815786588,GitHub,1.7
EMP1278,Product Design,Senior,75,Analyst,136167,2.6,PDD0082,4,5.976970598503144,Slack,2.6
EMP1279,Product Design,Junior,78,Project Manager,70650,3.3,PDD0012,1,1.5845565083703523,Jira,3.2
EMP1280,Product Design,Junior,57,Project Manager,68768,3.9,PDD0207,2,2.896077612898214,GitHub,4.0
EMP1281,Software Development,Senior,87,Developer,105389,2.0,PDD0951,5,7.432131850974254,Jira,2.0
EMP1282,Data Analysis,Senior,92,Designer,75576,3.3,PDD0354,6,8.896893340518629,GitHub,3.4
EMP1283,Market Analysis,Junior,57,Designer,114627,4.7,PDD0045,6,9.086061749953021,Slack,4.8
EMP1284,Market Analysis,Mid,57,Developer,57914,2.4,PDD0604,3,4.461679663303293,GitHub,2.4
EMP1285,Data Analysis,Junior,74,Project Manager,88337,3.3,PDD0447,4,6.039359532598723,Jira,3.3
EMP1286,Market Analysis,Senior,91,Analyst,105293,3.5,PDD0192,11,16.45752947536828,GitHub,3.6
EMP1287,Market Analysis,Junior,91,Analyst,83951,4.5,PDD0684,9,13.648980409102768,Jira,4.4
EMP1288,Product Design,Senior,94,Developer,101624,2.2,PDD0783,1,1.483001810488707,Jira,2.3
EMP1289,Market Analysis,Junior,76,Project Manager,75610,4.5,PDD0380,9,13.61152814898314,GitHub,4.6
EMP1290,Market Analysis,Junior,71,Designer,73488,3.7,PDD0739,8,12.090362592384176,Jira,3.7
EMP1291,Project Management,Junior,52,Project Manager,68547,3.9,PDD0401,4,5.965773227247868,Slack,4.0
EMP1292,Market Analysis,Senior,98,Analyst,140852,1.3,PDD0998,4,5.9308825736765165,GitHub,1.3
EMP1293,Data Analysis,Mid,96,Designer,77921,2.4,PDD0587,5,7.455200711885575,Jira,2.3
EMP1294,Market Analysis,Senior,87,Project Manager,147781,1.5,PDD0317,11,16.46732509304988,GitHub,1.4
EMP1295,Data Analysis,Mid,98,Designer,53079,3.2,PDD0922,10,15.139590975189895,Slack,3.3
EMP1296,Market Analysis,Mid,73,Developer,61546,4.4,PDD0413,2,3.0996037728552004,GitHub,4.4
EMP1297,Data Analysis,Mid,82,Project Manager,80929,2.6,PDD0756,7,10.539761934270553,GitHub,2.6
EMP1298,Market Analysis,Mid,84,Project Manager,95569,1.9,PDD0089,2,2.946908849987037,Jira,1.9
EMP1299,Market Analysis,Mid,89,Analyst,63904,2.2,PDD0004,7,10.415767901848113,GitHub,2.0
EMP1300,Project Management,Mid,78,Developer,112410,3.3,PDD0923,5,7.354257017083637,GitHub,3.3
EMP1301,Project Management,Senior,57,Analyst,73853,4.1,PDD0554,7,10.465144929206087,Jira,4.2
EMP1302,Market Analysis,Senior,60,Designer,114709,3.8,PDD0214,1,1.4425012401636388,Slack,3.7
EMP1303,Project Management,Junior,65,Project Manager,78036,4.8,PDD0152,9,13.626334304621595,GitHub,4.8
EMP1304,Software Development,Mid,82,Designer,80379,4.5,PDD0019,4,6.049978047397698,Slack,4.5
EMP1305,Software Development,Senior,60,Analyst,142585,1.4,PDD0041,10,14.99574994542472,Slack,1.4
EMP1306,Product Design,Senior,78,Project Manager,112306,3.8,PDD0603,11,16.581712410826093,Jira,3.8
EMP1307,Product Design,Senior,98,Analyst,75970,2.6,PDD0723,8,12.127705651911384,GitHub,2.7
EMP1308,Software Development,Senior,94,Designer,121127,2.3,PDD0495,6,8.983507132730763,Jira,2.4
EMP1309,Product Design,Junior,73,Designer,97261,2.9,PDD0361,4,5.982726376360392,Slack,3.0
EMP1310,Market Analysis,Senior,51,Developer,129923,4.1,PDD0141,10,14.861160546337254,Jira,4.1
EMP1311,Market Analysis,Junior,54,Designer,118910,2.7,PDD0991,8,12.139973688548263,GitHub,2.7
EMP1312,Product Design,Mid,73,Project Manager,138611,4.3,PDD0066,9,13.596349776512682,Jira,4.4
EMP1313,Software Development,Junior,93,Designer,51823,2.9,PDD0859,5,7.444590759011102,Slack,2.9
EMP1314,Data Analysis,Senior,96,Analyst,136753,1.2,PDD0064,10,15.096385829456674,Slack,1.3
EMP1315,Market Analysis,Mid,56,Project Manager,56955,3.5,PDD0456,8,11.764743443055782,GitHub,3.5
EMP1316,Project Management,Junior,80,Project Manager,136415,4.1,PDD0140,4,5.9520822919921095,GitHub,4.1
EMP1317,Data Analysis,Junior,79,Developer,143766,2.3,PDD0541,10,15.005275522258913,Slack,2.2
EMP1318,Project Management,Junior,55,Developer,90799,1.9,PDD0413,4,6.030217814456693,Slack,1.9
EMP1319,Market Analysis,Senior,54,Analyst,59872,3.6,PDD0214,9,13.592041121301138,GitHub,3.6
EMP1320,Product Design,Mid,64,Project Manager,87535,2.4,PDD0286,7,10.414100735641174,Jira,2.4
EMP1321,Project Management,Junior,76,Analyst,111453,4.6,PDD0585,5,7.5563926050354775,GitHub,4.6
EMP1322,Software Development,Senior,84,Developer,74008,4.1,PDD0709,7,10.580211665546075,Jira,4.1
EMP1323,Project Management,Mid,58,Analyst,77788,2.8,PDD0894,1,1.4764376563377444,Jira,2.8
EMP1324,Software Development,Junior,72,Analyst,106305,4.9,PDD0612,11,16.453768870968588,GitHub,5.0
EMP1325,Data Analysis,Mid,66,Developer,128463,2.4,PDD0013,2,2.8776286683151624,GitHub,2.3
EMP1326,Data Analysis,Senior,72,Project Manager,142888,2.8,PDD0879,4,5.940542952024738,GitHub,2.8
EMP1327,Product Design,Mid,95,Analyst,110171,3.6,PDD0130,10,14.79971532361776,Jira,3.7
EMP1328,Software Development,Mid,88,Analyst,98812,3.0,PDD0545,2,2.979304105849872,Jira,3.1
EMP1329,Product Design,Mid,96,Project Manager,62784,2.4,PDD0772,6,9.00978149752157,GitHub,2.5
EMP1330,Project Management,Junior,78,Developer,119597,2.7,PDD0440,2,2.970180198739678,Jira,2.8
EMP1331,Product Design,Junior,88,Project Manager,105091,4.5,PDD0586,8,11.956247524412275,Jira,4.5
EMP1332,Project Management,Junior,94,Developer,66020,1.8,PDD0441,11,16.494063070649776,Jira,1.8
EMP1333,Data Analysis,Junior,95,Analyst,140647,2.3,PDD0865,7,10.519396081907324,GitHub,2.4
EMP1334,Product Design,Junior,60,Project Manager,76234,1.8,PDD0258,5,7.555592947337264,Slack,1.7
EMP1335,Data Analysis,Junior,99,Designer,55408,3.0,PDD0125,10,14.850761424901034,GitHub,2.9
EMP1336,Project Management,Junior,62,Designer,125248,1.6,PDD0703,11,16.454643724300208,Jira,1.6
EMP1337,Software Development,Senior,61,Analyst,61422,1.7,PDD0780,1,1.3527153624679715,Jira,1.6
EMP1338,Market Analysis,Senior,51,Analyst,146496,4.3,PDD0144,11,16.453380345265288,Jira,4.3
EMP1339,Project Management,Mid,91,Designer,123762,3.8,PDD0060,8,12.10366824466005,GitHub,3.7
EMP1340,Project Management,Mid,60,Project Manager,62106,1.8,PDD0227,4,6.020234052344632,Jira,1.8
EMP1341,Market Analysis,Senior,97,Project Manager,107488,2.5,PDD0440,4,5.960185808576488,Jira,2.5
EMP1342,Market Analysis,Senior,98,Project Manager,122271,4.7,PDD0841,4,5.927134684198768,Slack,4.7
EMP1343,Data Analysis,Mid,63,Developer,69475,4.5,PDD0131,1,1.4516583052992342,Slack,4.4
EMP1344,Project Management,Senior,71,Designer,120106,3.6,PDD0732,10,14.940252840230194,Jira,3.6
EMP1345,Project Management,Senior,70,Designer,61511,2.1,PDD0180,10,15.033411026057166,GitHub,2.1
EMP1346,Product Design,Senior,94,Developer,54429,2.5,PDD0528,2,2.9081609879567,Jira,2.4
EMP1347,Market Analysis,Mid,98,Analyst,57189,3.6,PDD0488,11,16.45667627747099,Jira,3.6
EMP1348,Software Development,Mid,86,Developer,66821,3.2,PDD0723,7,10.433548889156958,Jira,3.2
EMP1349,Project Management,Junior,85,Project Manager,100032,3.2,PDD0459,1,1.3817645816863733,Slack,3.3
EMP1350,Product Design,Mid,74,Analyst,97562,2.7,PDD0230,5,7.346206882594037,GitHub,2.8
EMP1351,Software Development,Junior,92,Analyst,84000,1.4,PDD0174,9,13.495549047706053,GitHub,1.5
EMP1352,Data Analysis,Senior,98,Designer,54466,1.5,PDD0287,8,11.869871523595542,Slack,1.5
EMP1353,Product Design,Junior,52,Developer,119712,4.3,PDD0001,8,11.99000696433203,Slack,4.3
EMP1354,Software Development,Senior,51,Analyst,74522,4.5,PDD0439,5,7.59557880115301,Slack,4.4
EMP1355,Project Management,Junior,76,Developer,71199,4.6,PDD0542,4,5.992725835120023,Slack,4.4
EMP1356,Product Design,Senior,82,Analyst,133284,2.9,PDD0981,10,14.974857132483988,Slack,2.8
EMP1357,Market Analysis,Mid,67,Project Manager,133936,4.7,PDD0975,2,2.842383844402016,GitHub,4.5
EMP1358,Software Development,Junior,97,Developer,100316,4.4,PDD0528,1,1.429535942649528,GitHub,4.4
EMP1359,Project Management,Junior,60,Project Manager,90048,2.5,PDD0068,2,2.9065917247318023,Slack,2.5
EMP1360,Product Design,Senior,56,Developer,93772,1.9,PDD0088,7,10.436700656778674,Slack,1.7
EMP1361,Software Development,Senior,86,Analyst,77676,3.9,PDD0168,6,9.003829439569637,GitHub,4.0
EMP1362,Data Analysis,Mid,99,Developer,127262,3.9,PDD0599,7,10.559394363906891,GitHub,3.9
EMP1363,Data Analysis,Junior,85,Analyst,89561,4.6,PDD0017,10,14.759706198726164,GitHub,4.5
EMP1364,Market Analysis,Mid,76,Analyst,91870,1.2,PDD0611,3,4.6187338968991,Slack,1.3
EMP1365,Product Design,Mid,71,Developer,100298,2.4,PDD0376,5,7.376137417490057,GitHub,2.3
EMP1366,Product Design,Mid,80,Designer,92346,1.1,PDD0794,3,4.6887313367962395,GitHub,1.1
EMP1367,Market Analysis,Senior,89,Project Manager,97610,1.8,PDD0803,9,13.44293547942942,Slack,1.8
EMP1368,Product Design,Mid,55,Developer,70991,2.6,PDD0463,8,12.026186232927337,Slack,2.5
EMP1369,Data Analysis,Mid,82,Analyst,82251,1.5,PDD0399,7,10.50602752921855,Slack,1.6
EMP1370,Data Analysis,Senior,56,Analyst,113010,4.3,PDD0411,6,8.954588697602796,Jira,4.6
EMP1371,Market Analysis,Senior,55,Project Manager,130693,1.8,PDD0328,4,6.086753086697754,GitHub,1.7
EMP1372,Project Management,Mid,50,Analyst,67300,2.6,PDD0245,4,6.120158913484324,Jira,2.6
EMP1373,Market Analysis,Junior,88,Developer,96237,4.2,PDD0655,2,2.973303274788848,Jira,4.2
EMP1374,Data Analysis,Junior,95,Designer,94911,1.5,PDD0117,11,16.40624034761913,Slack,1.5
EMP1375,Market Analysis,Senior,87,Designer,84477,3.5,PDD0456,6,8.8745377164976,GitHub,3.7
EMP1376,Data Analysis,Mid,91,Project Manager,57977,4.8,PDD0260,6,9.1097101724552,GitHub,4.8
EMP1377,Project Management,Junior,99,Analyst,59708,2.8,PDD0449,10,14.86982143359492,Slack,2.9
EMP1378,Data Analysis,Junior,97,Project Manager,124950,2.0,PDD0281,2,3.0126775921443882,GitHub,2.1
EMP1379,Product Design,Mid,93,Project Manager,113664,4.8,PDD0483,7,10.552741862508002,Jira,5.0
EMP1380,Software Development,Junior,78,Analyst,81639,1.2,PDD0136,10,14.928214021492094,GitHub,1.1
EMP1381,Project Management,Junior,60,Designer,130079,2.2,PDD0433,4,6.062086462676312,GitHub,2.2
EMP1382,Software Development,Senior,77,Analyst,102804,4.3,PDD0401,6,8.99148217607752,Slack,4.3
EMP1383,Project Management,Junior,89,Project Manager,142033,1.6,PDD0028,11,16.47399906709468,Jira,1.5
EMP1384,Project Management,Junior,64,Analyst,68946,1.3,PDD0966,6,8.856303352200701,Jira,1.4
EMP1385,Project Management,Senior,79,Project Manager,124036,2.8,PDD0892,7,10.44042460347384,Slack,2.8
EMP1386,Project Management,Junior,72,Analyst,103769,2.3,PDD0875,3,4.4239057468325695,Slack,2.2
EMP1387,Data Analysis,Senior,61,Analyst,87399,4.2,PDD0518,5,7.571831169175547,GitHub,4.2
EMP1388,Product Design,Mid,77,Project Manager,131007,2.3,PDD0823,5,7.5245600461703175,Slack,2.2
EMP1389,Data Analysis,Junior,80,Designer,132336,3.7,PDD0897,4,5.916845715249344,GitHub,3.7
EMP1390,Data Analysis,Junior,79,Designer,115021,3.2,PDD0067,10,14.832760010462003,GitHub,3.0
EMP1391,Product Design,Senior,88,Designer,134447,3.4,PDD0180,10,15.067525477826287,Slack,3.5
EMP1392,Project Management,Junior,65,Project Manager,141357,3.0,PDD0713,10,15.098118045361709,Slack,3.0
EMP1393,Product Design,Junior,79,Project Manager,112723,1.5,PDD0975,11,16.599959370544536,GitHub,1.4
EMP1394,Software Development,Senior,53,Developer,120834,1.2,PDD0040,7,10.530015329700534,Jira,1.2
EMP1395,Product Design,Junior,82,Designer,125267,3.2,PDD0596,5,7.3975702728037485,Jira,3.3
EMP1396,Data Analysis,Senior,82,Analyst,149110,3.6,PDD0656,3,4.433453553383182,GitHub,3.7
EMP1397,Project Management,Junior,77,Developer,120686,3.9,PDD0074,4,5.771458813432809,Slack,4.1
EMP1398,Data Analysis,Mid,70,Project Manager,88328,3.9,PDD0078,2,3.0123563021997612,Jira,3.8
EMP1399,Software Development,Senior,64,Analyst,54296,4.0,PDD0887,3,4.561745526489158,Slack,3.9
EMP1400,Project Management,Mid,75,Project Manager,68461,1.1,PDD0912,5,7.40838938322642,Slack,1.1
EMP1401,Market Analysis,Mid,63,Analyst,108612,1.9,PDD0015,1,1.4148357252438897,Slack,2.1
EMP1402,Data Analysis,Senior,64,Developer,145068,3.9,PDD0681,4,5.739154815036184,Jira,4.0
EMP1403,Data Analysis,Mid,51,Analyst,128837,1.5,PDD0858,5,7.54514168897734,Jira,1.6
EMP1404,Product Design,Junior,65,Analyst,122179,1.7,PDD0522,5,7.61518177751495,Slack,1.6
EMP1405,Project Management,Senior,86,Developer,86006,3.6,PDD1000,8,11.991643761781779,GitHub,3.6
EMP1406,Data Analysis,Junior,60,Project Manager,71090,4.2,PDD0828,3,4.428772525071265,Slack,4.2
EMP1407,Software Development,Mid,60,Designer,62312,1.6,PDD0396,9,13.412360805942617,Slack,1.6
EMP1408,Project Management,Senior,82,Project Manager,69704,3.2,PDD0293,4,5.946959952446097,GitHub,3.3
EMP1409,Project Management,Mid,51,Project Manager,94601,1.7,PDD0768,11,16.575639922055714,Jira,1.7
EMP1410,Product Design,Junior,82,Project Manager,77876,1.8,PDD0270,10,14.950208696548124,GitHub,1.7
EMP1411,Data Analysis,Senior,52,Analyst,95529,2.9,PDD0409,5,7.3919395238340835,GitHub,2.8
EMP1412,Data Analysis,Mid,69,Designer,85433,3.7,PDD0734,2,3.2008023294694476,GitHub,3.8
EMP1413,Market Analysis,Senior,82,Analyst,117885,3.3,PDD0437,2,2.876473685423348,Slack,3.4
EMP1414,Market Analysis,Mid,75,Analyst,63144,1.4,PDD0158,11,16.389133407358358,Jira,1.4
EMP1415,Project Management,Junior,98,Project Manager,101988,2.1,PDD0955,9,13.413363154973442,Jira,2.1
EMP1416,Data Analysis,Senior,83,Analyst,66880,4.8,PDD0959,9,13.51138990096374,GitHub,4.7
EMP1417,Product Design,Mid,63,Project Manager,83153,3.5,PDD0867,2,2.9646444178599007,Jira,3.5
EMP1418,Data Analysis,Mid,78,Developer,101401,3.6,PDD0975,1,1.4457242744445278,GitHub,3.7
EMP1419,Product Design,Junior,51,Designer,109808,1.8,PDD0223,1,1.492766686607274,GitHub,1.7
EMP1420,Market Analysis,Senior,99,Project Manager,149048,4.8,PDD0614,9,13.384451407878784,Slack,4.7
EMP1421,Software Development,Mid,57,Project Manager,81774,1.8,PDD0892,5,7.529801756472869,Jira,1.8
EMP1422,Data Analysis,Junior,76,Analyst,63699,2.0,PDD0499,3,4.580388370964562,GitHub,2.0
EMP1423,Market Analysis,Senior,57,Project Manager,62098,3.0,PDD0658,1,1.4296121855491524,Jira,3.0
EMP1424,Software Development,Mid,56,Designer,91412,3.0,PDD0382,4,6.0174562504407305,Jira,3.0
EMP1425,Software Development,Mid,60,Project Manager,95520,1.1,PDD0839,11,16.473178450849232,Jira,1.1
EMP1426,Market Analysis,Senior,88,Analyst,121564,4.0,PDD0451,3,4.549704755850384,GitHub,3.9
EMP1427,Market Analysis,Senior,79,Developer,131786,1.4,PDD0005,5,7.489384089112024,Slack,1.4
EMP1428,Market Analysis,Mid,88,Designer,64508,1.2,PDD0089,10,15.09239761937828,GitHub,1.2
EMP1429,Product Design,Junior,98,Project Manager,124918,3.0,PDD0784,8,12.2381517671247,Slack,3.0
EMP1430,Project Management,Junior,96,Developer,115259,1.2,PDD0207,7,10.5652766294804,Jira,1.1
EMP1431,Project Management,Junior,70,Designer,146854,1.8,PDD0852,11,16.5814210025012,Jira,1.7
EMP1432,Project Management,Senior,70,Designer,80568,2.6,PDD0041,5,7.448682856029293,Jira,2.6
EMP1433,Product Design,Mid,56,Project Manager,84804,3.4,PDD0700,10,14.934044643635534,Jira,3.6
EMP1434,Market Analysis,Junior,69,Designer,93761,4.1,PDD0086,3,4.514029285594083,Slack,4.1
EMP1435,Project Management,Senior,98,Analyst,81960,2.2,PDD0419,5,7.379437528091198,GitHub,2.2
EMP1436,Product Design,Mid,63,Developer,104412,2.9,PDD0283,11,16.600246520967307,Slack,2.9
EMP1437,Product Design,Mid,69,Project Manager,79568,4.8,PDD0268,11,16.568060400895025,GitHub,4.8
EMP1438,Market Analysis,Senior,54,Analyst,103857,2.6,PDD0417,1,1.437769959535473,Jira,2.7
EMP1439,Software Development,Senior,80,Analyst,145036,3.8,PDD0152,3,4.554223304752342,Jira,3.8
EMP1440,Product Design,Junior,61,Developer,100526,2.1,PDD0154,2,3.214027717774767,GitHub,2.0
EMP1441,Data Analysis,Mid,61,Designer,75159,3.5,PDD0372,1,1.5161609621531371,Jira,3.5
EMP1442,Product Design,Mid,51,Developer,146641,4.2,PDD0998,5,7.56604237459681,Slack,4.1
EMP1443,Software Development,Mid,75,Analyst,133767,4.7,PDD0354,1,1.5228398741264342,GitHub,4.8
EMP1444,Software Development,Mid,53,Project Manager,132656,4.8,PDD0909,2,3.025002270852115,GitHub,4.9
EMP1445,Data Analysis,Junior,79,Analyst,113325,2.2,PDD0476,1,1.4884728217851138,GitHub,2.3
EMP1446,Project Management,Mid,83,Designer,131704,1.8,PDD0276,10,15.206030145947432,Slack,1.7
EMP1447,Product Design,Senior,86,Project Manager,148714,4.3,PDD0712,8,11.796667952133115,GitHub,4.3
EMP1448,Market Analysis,Junior,69,Analyst,121128,3.5,PDD0178,8,12.039756996996358,GitHub,3.7
EMP1449,Market Analysis,Mid,51,Analyst,72949,2.7,PDD0118,1,1.4786192637225808,Jira,2.6
EMP1450,Data Analysis,Junior,94,Project Manager,90305,1.1,PDD0720,7,10.60998035544686,GitHub,1.1
EMP1451,Software Development,Junior,84,Project Manager,59696,2.2,PDD0674,3,4.606886413289253,Slack,2.2
EMP1452,Project Management,Junior,64,Analyst,78645,1.4,PDD0632,3,4.5763496753429616,Slack,1.4
EMP1453,Product Design,Senior,97,Analyst,115971,3.0,PDD0608,2,2.9113295616410406,Jira,3.0
EMP1454,Product Design,Junior,63,Analyst,71839,4.3,PDD0240,2,3.1348743902331533,Slack,4.3
EMP1455,Product Design,Mid,85,Project Manager,94023,2.3,PDD0286,10,14.95820483214438,Jira,2.2
EMP1456,Market Analysis,Mid,98,Analyst,77386,2.4,PDD0483,6,9.118340133613339,Jira,2.3
EMP1457,Project Management,Mid,79,Developer,58351,4.1,PDD0656,5,7.531552976533224,Slack,4.0
EMP1458,Data Analysis,Junior,93,Analyst,61649,2.8,PDD0688,6,9.02104215830374,GitHub,2.5
EMP1459,Market Analysis,Mid,76,Designer,102033,3.7,PDD0393,10,14.960416525056916,Slack,3.6
EMP1460,Software Development,Junior,51,Project Manager,52195,1.8,PDD0694,3,4.2923471424235,Slack,1.8
EMP1461,Project Management,Junior,70,Designer,102186,2.0,PDD0671,7,10.692136192658761,Slack,1.9
EMP1462,Software Development,Junior,63,Developer,119205,3.5,PDD0403,11,16.538279792413114,Jira,3.4
EMP1463,Product Design,Mid,76,Analyst,121142,1.4,PDD0162,10,14.958090855511884,Jira,1.4
EMP1464,Market Analysis,Junior,70,Project Manager,120143,1.7,PDD0574,4,6.0497950847878945,Slack,1.7
EMP1465,Project Management,Senior,72,Developer,122367,2.3,PDD0720,2,2.959990315025956,Slack,2.4
EMP1466,Market Analysis,Senior,84,Developer,105506,1.7,PDD0600,7,10.41214611152419,Jira,1.7
EMP1467,Project Management,Junior,97,Designer,95702,4.9,PDD0144,4,5.933449752694175,Slack,4.9
EMP1468,Product Design,Mid,57,Designer,146322,2.0,PDD0335,1,1.4514723055301963,Slack,1.9
EMP1469,Project Management,Junior,61,Project Manager,69195,4.8,PDD0031,9,13.443584013675562,Jira,4.8
EMP1470,Product Design,Junior,77,Developer,93809,4.4,PDD0180,11,16.518805065089857,Slack,4.2
EMP1471,Market Analysis,Senior,90,Analyst,95160,2.3,PDD0824,1,1.6178876763974699,Jira,2.5
EMP1472,Market Analysis,Mid,82,Designer,135060,3.2,PDD0711,1,1.5355307224916346,GitHub,3.0
EMP1473,Market Analysis,Mid,82,Analyst,142482,2.4,PDD0812,7,10.483103264362207,GitHub,2.4
EMP1474,Product Design,Junior,58,Analyst,58791,3.8,PDD0399,7,10.274020759670208,Jira,3.8
EMP1475,Software Development,Mid,64,Project Manager,148010,2.4,PDD0450,9,13.544396449171408,Slack,2.4
EMP1476,Software Development,Junior,59,Developer,148930,2.9,PDD0639,5,7.428320695489695,GitHub,2.9
EMP1477,Project Management,Junior,98,Developer,116858,3.9,PDD0743,2,3.0244596025827812,Slack,3.8
EMP1478,Market Analysis,Senior,51,Analyst,106852,2.7,PDD0628,8,12.042952695129674,Slack,2.8
EMP1479,Software Development,Mid,52,Project Manager,72027,3.8,PDD0470,3,4.465680833235499,Slack,3.9
EMP1480,Data Analysis,Mid,72,Designer,58223,2.5,PDD0792,5,7.416276617565322,Jira,2.5
EMP1481,Market Analysis,Senior,59,Designer,123390,2.6,PDD0985,6,9.032932790050134,GitHub,2.7
EMP1482,Data Analysis,Mid,68,Designer,51392,2.3,PDD0829,3,4.379661740676611,GitHub,2.5
EMP1483,Software Development,Junior,90,Designer,149681,5.0,PDD0254,6,9.227315089758234,Slack,5.0
EMP1484,Product Design,Mid,67,Analyst,87312,3.0,PDD0396,5,7.50483058522523,Slack,3.0
EMP1485,Data Analysis,Mid,84,Designer,123539,1.9,PDD0116,11,16.556266771795904,Jira,1.7
EMP1486,Data Analysis,Mid,90,Designer,55904,3.3,PDD0627,7,10.488548894973292,GitHub,3.4
EMP1487,Market Analysis,Junior,92,Developer,53934,2.9,PDD0654,10,14.918901755393913,GitHub,2.9
EMP1488,Project Management,Mid,58,Designer,128182,4.1,PDD0290,2,3.1938717768553664,Jira,4.2
EMP1489,Product Design,Junior,80,Developer,106167,4.7,PDD0238,8,11.882216302687088,Slack,4.7
EMP1490,Market Analysis,Senior,79,Designer,57328,1.4,PDD0276,6,8.99796004031017,GitHub,1.3
EMP1491,Market Analysis,Junior,86,Developer,101391,4.9,PDD0831,1,1.4743804946074346,Slack,4.9
EMP1492,Software Development,Senior,99,Analyst,50475,1.7,PDD0078,11,16.457126234115727,Slack,1.8
EMP1493,Project Management,Senior,61,Designer,127961,2.1,PDD0338,11,16.4276918676424,GitHub,2.4
EMP1494,Project Management,Junior,66,Project Manager,101710,4.1,PDD0035,2,2.9629010590393485,GitHub,4.0
EMP1495,Product Design,Junior,76,Project Manager,93976,1.6,PDD0063,3,4.549487826123113,GitHub,1.4
EMP1496,Product Design,Senior,70,Developer,124201,4.3,PDD0849,3,4.522383814710794,GitHub,4.3
EMP1497,Project Management,Senior,98,Designer,107840,3.7,PDD0688,10,15.036190253779312,GitHub,3.7
EMP1498,Data Analysis,Mid,97,Analyst,107453,4.2,PDD0173,3,4.465149211319549,Slack,4.3
EMP1499,Data Analysis,Junior,76,Analyst,50801,3.3,PDD0727,11,16.582942357115577,GitHub,3.4
EMP1500,Market Analysis,Senior,63,Analyst,84265,4.9,PDD0726,5,7.3435190552889384,Jira,4.9
EMP1501,Project Management,Junior,90,Analyst,67764,3.4,PDD0945,9,13.482596751479589,Jira,3.3
EMP1502,Market Analysis,Junior,62,Designer,76078,2.6,PDD0031,6,8.972543278103709,Jira,2.6
EMP1503,Data Analysis,Senior,52,Analyst,80702,4.9,PDD0541,9,13.472513662597933,GitHub,4.8
EMP1504,Product Design,Senior,73,Designer,59509,1.3,PDD0281,3,4.472254118267972,Jira,1.2
EMP1505,Project Management,Junior,81,Analyst,73087,3.1,PDD0224,9,13.481454285216646,Slack,3.2
EMP1506,Software Development,Mid,86,Project Manager,98554,3.5,PDD0223,4,6.059041673207467,GitHub,3.6
EMP1507,Market Analysis,Senior,57,Designer,66411,2.4,PDD0262,7,10.45117565062598,Slack,2.2
EMP1508,Project Management,Junior,84,Analyst,120568,1.4,PDD0549,1,1.4548580321102325,Jira,1.5
EMP1509,Software Development,Mid,72,Analyst,75835,2.6,PDD0145,10,15.119913602834565,Jira,2.6
